fen,moves,rating,themes
3r2k1/pp2bppp/2p1b3/4P3/4NB2/1P6/P3RPPP/2Rr2K1 w - - 7 25,c1d1 d8d1 e2e1 d1e1,543,backRankMate mate mateIn2 middlegame short
rn4k1/pp3npp/2pbRp2/3p4/3P1BP1/2N2N1P/PPP2P2/6K1 b - - 4 18,d6f4 e6e8,506,backRankMate mate mateIn1 middlegame oneMove
r2R2k1/p1Q2bpp/5p2/5q2/8/2B4P/1P3PPK/8 b - - 6 30,a8d8 c7d8 f7e8 d8e8,515,endgame mate mateIn2 short
5rk1/5ppp/p2b1p2/2p5/3P4/P1q2b1P/2P1QPP1/2B1R1K1 w - - 0 23,e2f3 c3e1,508,endgame hangingPiece kingsideAttack mate mateIn1 oneMove
4r1k1/5r1p/3p2p1/2p5/Q7/pPP4R/P1P3P1/1K2q2R w - - 8 28,h1e1 e8e1,539,endgame mate mateIn1 oneMove queenRookEndgame
4r1k1/p3rp1p/1p1p2p1/3P4/P1P5/1P3PQ1/6PP/1R2q2K w - - 0 32,b1e1 e7e1 g3e1 e8e1,535,backRankMate endgame mate mateIn2 queenRookEndgame short
k3r3/Pb6/1p5p/1Np2pp1/2Q5/3P4/2P3PP/R3q2K w - - 5 35,a1e1 e8e1,508,endgame master mate mateIn1 oneMove
6k1/pp2r2p/2p3R1/3p4/3PrP1q/P1P1P2P/6QK/6R1 b - - 0 33,h7g6 g2g6 e7g7 g6g7,537,endgame mate mateIn2 short
2rR2k1/p4ppp/b7/8/2p2R2/1N2P1P1/PqPQ3P/4K3 b - - 1 24,c8d8 d2d8,530,endgame mate mateIn1 oneMove
8/6pk/2p4p/p7/2q5/6P1/r5PP/5Q1K w - - 0 34,f1c4 a2a1 c4c1 a1c1,542,backRankMate endgame mate mateIn2 queenRookEndgame short
3r2k1/1pp1bppp/8/1p6/8/2P1BN2/b4PPP/R5K1 w - - 0 22,a1a2 d8d1 f3e1 d1e1,520,backRankMate endgame mate mateIn2 short
r4rk1/pbp1Rpbp/1p4p1/3B4/3P4/1QP5/PP3PPP/RNq3K1 w - - 3 16,e7e1 c1e1,500,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
3r1Q1k/p1p3pp/1r6/8/7q/4P2P/PP4P1/R4RK1 b - - 2 21,d8f8 f1f8,547,backRankMate endgame mate mateIn1 oneMove queenRookEndgame
3rr1k1/p4pbp/2p3p1/8/8/2P2BB1/1PQ2PPP/3Rq1K1 w - - 3 26,d1e1 e8e1,507,backRankMate mate mateIn1 middlegame oneMove
7k/1p2qp1p/p1pbrp2/8/1P1P2QN/P6P/5PP1/R5K1 w - - 7 24,h4f5 e6e1 a1e1 e7e1,541,endgame kingsideAttack mate mateIn2 short
r2qkb1r/pp2nppp/4p3/2ppP3/8/5Q2/PPPP2PP/RNB2RK1 b kq - 2 10,e7c6 f3f7,544,attackingF2F7 mate mateIn1 middlegame oneMove
r4rk1/pp1q1ppn/1npb3p/3p1N2/3P2Q1/1PN1P1P1/PB3P1P/R4RK1 b - - 3 16,h7f6 g4g7,526,kingsideAttack mate mateIn1 middlegame oneMove
r4k1r/pb3ppp/5b2/1B1qp3/NP1p4/8/P1P2PPP/R2Q1RK1 w - - 2 16,c2c4 d5g2,534,kingsideAttack mate mateIn1 middlegame oneMove
3r2k1/ppQ1bppp/2p5/4P3/5P2/N1P5/PP3qPP/R1B2R1K w - - 1 20,f1f2 d8d1 f2f1 d1f1,524,backRankMate mate mateIn2 middlegame short
r2B2k1/p1p2npp/npP5/3Q3q/3P4/2P2N1P/P4PPK/R3R3 b - - 0 20,h5d5 e1e8,500,backRankMate mate mateIn1 middlegame oneMove
4r2r/ppp2kpp/2np4/3n4/3pPPPb/5Q2/PPPN2P1/R1B2K2 w - - 7 19,e4d5 e8e1,542,mate mateIn1 middlegame oneMove
1k1r3r/p1p1b1p1/2p1Q2p/1n6/8/B7/P4PPP/RN4K1 w - - 0 19,a3e7 d8d1 e6e1 d1e1,533,backRankMate mate mateIn2 middlegame short
3r2k1/7p/6p1/pp4N1/8/PPb1p1PP/2P1R3/1K6 w - - 2 34,g5e4 d8d1 b1a2 d1a1,501,endgame mate mateIn2 short
r1b1k2r/pp2npb1/2p1p1pp/4q3/7B/2P5/PP2BPPP/RN1QK2R b KQkq - 1 13,e7f5 d1d8,504,mate mateIn1 oneMove opening
2kr2nr/ppp3qp/5p2/4n3/2P4B/PP1p1P1P/3QPPB1/2KR2R1 b - - 1 16,d3e2 d2d8,508,mate mateIn1 middlegame oneMove queensideAttack
2r1kn1Q/p6p/3Pp3/1p6/8/P7/1P3PPP/6K1 w - - 0 30,h8g7 c8c1,519,backRankMate endgame master mate mateIn1 oneMove
r2q1rk1/p2n1p2/2p2n1p/2b1pN2/1p1pP3/P2P2QP/BPP2PP1/R4RK1 b - - 1 16,g8h7 g3g7,514,mate mateIn1 middlegame oneMove
r1b1k2r/ppp1Ppp1/1b5p/8/2B2q2/2P2N2/PP3PPP/R2Q1RK1 b kq - 0 14,f4c4 d1d8,533,master mate mateIn1 middlegame oneMove
r4rk1/pb4pp/1p2p1q1/2p1Pp2/P1B5/2n1P2P/1BP2PP1/R2Q1RK1 w - - 1 18,b2c3 g6g2,531,kingsideAttack mate mateIn1 middlegame oneMove
3r3r/p3kppp/4p3/2b5/P7/2P2N2/2bR1PPP/R1B3K1 w - - 3 18,d2c2 d8d1 f3e1 d1e1,505,mate mateIn2 middlegame short
4r2k/7p/p5p1/8/2pN1p2/P1P2QPb/P4P1P/R3q1K1 w - - 5 35,a1e1 e8e1,509,endgame mate mateIn1 oneMove
6k1/1p1b1ppp/1q2p3/3pPn2/1n1P4/RP3N1P/1QrNBPP1/6K1 b - - 0 22,c2b2 a3a8 d7c8 a8c8 b6d8 c8d8,516,backRankMate long mate mateIn3 middlegame
r3q1k1/pp3ppp/2n5/1B1N2b1/3N4/8/PPPQ1PPP/2K5 w - - 0 18,d2g5 e8e1,502,mate mateIn1 middlegame oneMove
r1bq1rk1/pp2bpp1/5n1p/4Q3/3B4/6P1/P2N1PBP/2R2RK1 b - - 0 18,f6g4 e5g7,533,kingsideAttack mate mateIn1 middlegame oneMove
rn1qkbnr/pbppp1p1/1p5p/5p1Q/3PP3/2NB4/PPP2PPP/R1B1K1NR b KQkq - 1 5,g7g6 h5g6,511,mate mateIn1 oneMove opening
2r3k1/pp3ppp/2r2n2/3p1q2/3P1P2/1PN1R2P/P3QP2/2R2K2 b - - 2 25,f6h5 e3e8 c8e8 e2e8,523,kingsideAttack mate mateIn2 middlegame short
r1bqk1nr/1pp2ppp/p1np4/2b4Q/2B1P3/2N5/PPP2PPP/R1B1K1NR b KQkq - 1 7,g8f6 h5f7,549,attackingF2F7 mate mateIn1 oneMove opening
1r3r1k/pbp1NppQ/1p1p4/q7/2PR4/1P2P3/P4PPP/3R2K1 b - - 0 22,h8h7 d4h4 a5h5 h4h5,535,anastasiaMate mate mateIn2 middlegame short
r1bq1rk1/ppp2p1n/3b2p1/n3p1NB/7P/PP2P3/1BQP1PP1/RN2K2R b KQ - 0 12,g6h5 c2h7,522,kingsideAttack mate mateIn1 oneMove opening
rnbqkb1r/p1ppp2p/1p3p2/3P1p2/4P3/8/PPP2PPP/RN1QKBNR b KQkq - 0 5,f5e4 d1h5,527,mate mateIn1 oneMove opening
r4rk1/p1p2ppp/5R2/q7/6b1/3P4/PPP3PP/RN1Q3K w - - 1 17,d1g4 a5e1 f6f1 e1f1,547,kingsideAttack mate mateIn2 middlegame short
2r3k1/p4ppp/8/2P5/P7/5KP1/1R3P1P/8 b - - 0 32,c8c5 b2b8 c5c8 b8c8,535,backRankMate endgame mate mateIn2 rookEndgame short
rn2r1k1/p1q2p1p/3pp1pB/1Q1n4/3P4/P5P1/3NPPKP/R4R2 b - - 0 19,a7a6 b5e8,513,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
8/5r1k/p5R1/2p5/2P5/3P4/P4rPP/R6K w - - 1 27,g6g3 f2f1 a1f1 f7f1,548,backRankMate endgame mate mateIn2 rookEndgame short
2r1r1k1/1b3pp1/p6p/1p1pb3/5B2/2PB2qP/PPN1Q1P1/4RRK1 b - - 1 23,e5f4 e2e8 c8e8 e1e8,500,kingsideAttack mate mateIn2 middlegame short
3q1rk1/4bppp/p2p4/1pr1p3/4Q3/3B1P2/PPP3PP/R4RK1 b - - 1 18,d8c7 e4h7,532,kingsideAttack mate mateIn1 middlegame oneMove
1r1q1rk1/p2n1ppp/4b3/2pp2P1/6P1/2P2P2/PPQNN3/2KR3R b - - 0 18,d8g5 c2h7,519,kingsideAttack mate mateIn1 middlegame oneMove
rnbq1bkr/ppp3pp/3p4/3QN3/8/2P5/PPP2PPP/R1B1K2R b KQ - 2 8,c8e6 d5e6,521,hangingPiece kingsideAttack mate mateIn1 oneMove opening
rk1Q3r/ppp2ppp/8/2b1B3/4p1n1/8/PPP2qPP/RN1R3K b - - 5 18,h8d8 d1d8,509,mate mateIn1 middlegame oneMove queensideAttack
r3r1k1/p4ppp/2p5/4pq2/3B4/8/PPP1QPPP/2R1R1K1 b - - 0 18,e5d4 e2e8 a8e8 e1e8,509,backRankMate endgame mate mateIn2 short
r4rk1/pbp2ppp/1p1q4/8/1PPB2Q1/P7/5PPP/R4RK1 b - - 0 18,d6c6 g4g7,539,kingsideAttack mate mateIn1 middlegame oneMove
2krr3/ppp3pp/4b3/4b3/4R3/P7/1PP2PPP/R1B3K1 w - - 0 19,e4e5 d8d1 e5e1 d1e1,531,backRankMate endgame mate mateIn2 short
2r2rk1/1b3ppp/p3pn2/1p1qN3/2pP4/P1P4P/1PB2PP1/R2Q1RK1 w - - 4 18,d1e1 d5g2,514,kingsideAttack mate mateIn1 middlegame oneMove
6k1/7p/1p4p1/p1b5/2Pp4/P6q/1P1BQ2R/5r1K w - - 2 37,e2f1 h3f1,522,endgame hangingPiece mate mateIn1 oneMove
r4rk1/pb6/3bpqp1/1p1p3p/2pP2nQ/2P1P2R/PP4PP/RNBB2K1 w - - 0 18,d1g4 f6f1,507,mate mateIn1 middlegame oneMove
4r2k/5Q1p/2p2p2/1p6/5q2/6RP/P5PK/8 b - - 7 34,e8g8 f7g8,505,endgame mate mateIn1 oneMove
4r1k1/2p3bp/pp1p1q2/8/2P1rp2/1P1Q3P/P1R2PPB/3R2K1 w - - 0 24,d3f3 e4e1 d1e1 e8e1,528,backRankMate mate mateIn2 middlegame short
rnbqkb1r/3p1ppp/p1p2n2/1p4N1/4P3/1Q6/PPP2PPP/RNB1KB1R b KQkq - 3 7,f8c5 b3f7,538,attackingF2F7 mate mateIn1 oneMove opening
3r2k1/p4p1p/2p2p1B/r7/3R4/P6P/5PP1/1R4K1 b - - 0 24,d8d4 b1b8 d4d8 b8d8,503,endgame mate mateIn2 short
2Q5/8/5ppk/1P5p/7P/1r6/1q3PP1/5RK1 b - - 2 44,b3b5 c8h8,529,endgame mate mateIn1 oneMove
r2r2k1/ppp2ppp/8/2p2P2/6P1/7q/PPP1QP2/3RR1K1 b - - 1 19,d8e8 e2e8 a8e8 e1e8,535,backRankMate endgame mate mateIn2 short
1rr3k1/5p2/p3p1p1/1p5p/4R3/1B4Q1/PP3PPP/R1q3K1 w - - 3 23,a1c1 c8c1 b3d1 c1d1 e4e1 d1e1,521,backRankMate endgame long mate mateIn3
r1bq1rk1/2p1bppp/p1n1p3/1p4B1/3PQ3/2PB1N2/PP3PPP/R3K2R b KQ - 0 12,e7g5 e4h7,541,kingsideAttack mate mateIn1 middlegame oneMove
R2R1bk1/5pp1/7p/4pq1P/8/8/P1P2PP1/1K6 b - - 3 40,f5f2 d8f8 g8h7 f8h8,535,endgame mate mateIn2 short
r4rk1/pb2bppp/1p2p3/4P3/2q2P2/5Q2/PP4PP/R1B2R1K w - - 0 17,f3b7 c4f1,517,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
2r3k1/1b3ppp/p4q2/1p1p4/8/P1PBQ2P/1P3PP1/4R1K1 b - - 3 23,h7h6 e3e8 c8e8 e1e8,534,endgame kingsideAttack mate mateIn2 sacrifice short
r5rk/pRB3pp/4Qp2/2p1n3/8/2q5/P1P2PPP/4R1K1 w - - 1 27,c7e5 c3e1,527,hangingPiece mate mateIn1 middlegame oneMove
r3r1k1/ppp2pPn/3pB2q/4p3/3bP3/2NP1Q1P/PPP5/1K3R1R b - - 0 17,e8e6 f3f7,509,kingsideAttack mate mateIn1 middlegame oneMove
6k1/6pp/3r4/p7/Q3p2P/5pPK/3p1P2/2r5 b - - 2 41,d2d1q a4e8,502,endgame mate mateIn1 oneMove
3r2k1/7p/p5P1/1pp5/5N2/P1P1Pp2/1Pb2P2/R2rK1R1 w Q - 1 24,a1d1 d8d1,545,endgame mate mateIn1 oneMove
r2q1r1k/2p1bppp/p2p4/1p6/2nBPP2/2N5/PPP2PQP/1K1R2R1 b - - 2 18,f7f6 g2g7,503,kingsideAttack mate mateIn1 middlegame oneMove
1r3rk1/1pqbbppp/p1n1p3/3pP3/3P1P2/P1PQ1NP1/2B4P/1RB2RK1 b - - 6 18,b7b5 d3h7,502,kingsideAttack mate mateIn1 middlegame oneMove
3r2k1/1p3ppp/1p6/1r1bB3/3R4/8/2P3PP/5RK1 b - - 3 20,d5e6 d4d8,506,endgame hangingPiece mate mateIn1 oneMove
1r2r1k1/pB2Rppp/5n2/8/3p1P2/P2P3P/1PP3K1/4R3 b - - 2 28,b8b7 e7e8 f6e8 e1e8,545,backRankMate endgame mate mateIn2 short
2k1r3/6pp/pp2rp2/2b4b/4NB2/8/1P3PPP/R3R1K1 w - - 2 25,e4c5 e6e1 a1e1 e8e1,520,backRankMate master masterVsMaster mate mateIn2 middlegame short
2r4k/6pp/p7/1p6/3R4/2P5/PP3rPP/2KR4 b - - 0 28,f2g2 d4d8 c8d8 d1d8,512,backRankMate endgame mate mateIn2 rookEndgame short
r2k4/1R5p/5p2/4pP2/2p5/3r3P/pPR2P2/K7 w - - 2 41,b7h7 d3d1 c2c1 d1c1,509,endgame mate mateIn2 rookEndgame short
3r2k1/pp4p1/1np2bBp/1r5P/8/1P2R3/2P3P1/1K2R3 b - - 15 38,g8f8 e3e8 d8e8 e1e8,500,mate mateIn2 middlegame short
6k1/2r1n1pp/2p5/R3N3/pP6/P7/6P1/6K1 b - - 4 39,e7d5 a5a8 c7c8 a8c8,515,endgame mate mateIn2 short
r3r1k1/p4ppp/b1p1q3/8/3P4/2P2B2/2Q2PPP/2R2K1R w - - 4 19,f1g1 e6e1 c1e1 e8e1,515,backRankMate mate mateIn2 middlegame sacrifice short
2r3k1/5pp1/r4n2/1pB1p3/4P3/P1P2P2/5KP1/3R3R b - - 0 31,c8c5 d1d8 f6e8 d8e8,534,endgame mate mateIn2 short
r1bq1rk1/2pp1pp1/1b5p/1p1P4/p2P4/3Q1N2/PPB2PPP/2R2RK1 b - - 0 17,d8f6 d3h7,517,mate mateIn1 middlegame oneMove
6k1/5ppp/5bb1/1R6/r7/1p3PN1/6PP/5N1K b - - 1 31,b3b2 b5b8 f6d8 b8d8,512,backRankMate endgame mate mateIn2 short
6k1/rp1r1ppp/p1R5/3p4/P2PpB2/4P2P/5PP1/1R4K1 b - - 0 29,b7c6 b1b8 d7d8 b8d8,516,backRankMate endgame mate mateIn2 short
r4r1k/p4p1p/2q3p1/2p5/2N2nN1/3P3P/PPP2PP1/R2QR1K1 w - - 5 21,d1d2 c6g2,518,kingsideAttack mate mateIn1 middlegame oneMove
r5k1/2r5/1pPb2p1/pB1pq2p/P7/4P2P/4QPP1/1R3RK1 w - - 0 26,e2d3 e5h2,523,mate mateIn1 middlegame oneMove
4R3/p4r1k/2p2rpq/2ppB2p/7P/2P5/PP3PP1/5RK1 b - - 6 33,f6f5 e8h8,511,endgame mate mateIn1 oneMove
5r1k/3R1Ppp/6q1/8/3P4/6N1/6PK/8 b - - 1 43,f8f7 d7d8 f7f8 d8f8,539,backRankMate endgame mate mateIn2 short
1r4k1/5p1p/6p1/3R1b2/B7/1PB2q2/PK1R3P/8 b - - 2 31,f3f1 d5d8 b8d8 d2d8,532,mate mateIn2 middlegame short
3R4/1p3ppk/rp5p/8/1PP5/8/5PPP/6K1 w - - 1 28,d8d7 a6a1 d7d1 a1d1,542,backRankMate endgame mate mateIn2 rookEndgame short
r3k2r/pbppnppp/1pq5/4P3/1PQb1P2/3B4/P1P3PP/RNB2R1K w kq - 1 13,c4d4 c6g2,523,kingsideAttack mate mateIn1 middlegame oneMove
r4r2/1q3pkp/p5p1/1p6/2pP4/P1P2N1b/1PQ2PP1/R3R1K1 w - - 0 25,f3g5 b7g2,515,kingsideAttack mate mateIn1 middlegame oneMove
r4bnr/pk1Rq1pp/b1p5/2P2Q2/4PB2/8/PPP2PPP/RN4K1 b - - 6 15,e7d7 f5d7,539,hangingPiece mate mateIn1 middlegame oneMove
1r4k1/5p1p/6p1/p7/2r5/P7/5PPP/2R3K1 w - - 0 29,c1c4 b8b1 c4c1 b1c1,519,backRankMate endgame mate mateIn2 rookEndgame short
3r1rk1/2p1bppp/p7/np2N3/4b3/2P5/PP3PPP/RNB1R1K1 w - - 0 15,e1e4 d8d1 e4e1 d1e1,548,backRankMate fork mate mateIn2 middlegame short
r3r1k1/ppp2ppp/8/6q1/4b3/P1B1R3/1PP2PPP/R1Q3K1 w - - 6 18,c3d2 g5g2,541,kingsideAttack mate mateIn1 middlegame oneMove
r7/4pk2/p4bp1/1p3p2/1R3Q1r/1PpR1P2/P1P5/1K6 w - - 0 32,f4c7 h4h1 d3d1 h1d1,501,endgame mate mateIn2 queensideAttack short
2kr4/pp2R1p1/2p4p/3N4/2P5/1P6/P4PPP/6K1 w - - 0 25,d5b4 d8d1 e7e1 d1e1,530,backRankMate endgame mate mateIn2 short
rn1Q1r1k/ppp3pp/1b6/5p2/2B1NBn1/6Pb/PPP1N2P/2KR3R b - - 0 14,f8d8 d1d8,503,backRankMate mate mateIn1 middlegame oneMove
r3kbnr/1b3ppp/p3p3/2pq2N1/1p6/1P1P4/PP2NPPP/R1BQK2R w KQkq - 0 12,e1g1 d5g2,509,kingsideAttack mate mateIn1 oneMove opening
5r2/8/2pkp2R/1p4p1/1P2P3/2N1n3/2P3PP/6K1 w - - 0 29,h6g6 f8f1,504,endgame mate mateIn1 oneMove
r4nk1/1b3ppp/p3pn2/1p1qN3/3P4/1P1BP3/4QPPP/R4RK1 w - - 2 20,b3b4 d5g2,524,kingsideAttack mate mateIn1 middlegame oneMove
5rk1/p2q1pp1/5b1p/1pr4Q/4R3/7R/PPP2PPP/6K1 w - - 0 26,h5c5 d7d1 e4e1 d1e1,514,endgame mate mateIn2 short
4r1k1/5pbp/6p1/7n/1q2pNQ1/8/1P3PPP/2B1R1K1 w - - 2 27,f4h5 b4e1,541,hangingPiece mate mateIn1 middlegame oneMove
6rk/8/5p1p/p4Pq1/4p3/3bN2Q/PP5P/K1R5 w - - 0 38,e3d1 g5c1,519,endgame hangingPiece mate mateIn1 oneMove
6k1/3R1p2/6pK/7p/5r2/6bP/8/8 b - - 1 39,f4f6 d7d8,510,endgame mate mateIn1 oneMove
r2qkbnr/1p2p2p/p1n1PpQ1/3p4/8/3B3P/PP3PP1/RNB1K2R b KQkq - 0 13,h7g6 d3g6,521,mate mateIn1 middlegame oneMove
4r1k1/pp2Qppp/2p3n1/3b4/3P2BP/PP4P1/1B3P2/6K1 w - - 1 29,e7b7 e8e1 g1h2 e1h1,546,endgame mate mateIn2 short
5r1k/6pp/3prnq1/p1p1PRB1/PpPp4/1P6/2P2QPP/4R1K1 b - - 0 28,f6g4 f5f8,521,backRankMate hangingPiece mate mateIn1 middlegame oneMove
7k/1p4pp/p7/2R2p2/1P2p3/6PP/5PK1/3r4 b - - 1 35,d1b1 c5c8,517,backRankMate endgame mate mateIn1 oneMove rookEndgame
5rk1/p1q4p/bp4p1/2p5/P2pp3/1P2P1Q1/1BPP2PP/6K1 w - - 0 28,g3c7 f8f1,542,endgame master mate mateIn1 oneMove
r1bq1rk1/ppp2pp1/4p2p/8/2PPQb2/3B1N2/PP3PPP/3R1RK1 b - - 1 16,f4g5 e4h7,500,master mate mateIn1 middlegame oneMove
1r1qkb1r/5pp1/3p1n1p/npp1p3/p3P1P1/P1PPBQ1P/BP1N1P2/2R2RK1 b k - 0 16,f6h7 f3f7,519,attackingF2F7 mate mateIn1 middlegame oneMove
r1bq1rk1/1p1nbpp1/p1p1p2p/4P3/4Q3/P1PB1N2/1BP2PPP/R4RK1 b - - 6 13,d7c5 e4h7,529,mate mateIn1 middlegame oneMove
1Q4k1/5Rpp/4p3/1p1pb3/8/PN6/2P3Pq/1K3R2 b - - 0 34,e5b8 f7f8,533,endgame mate mateIn1 oneMove
8/8/5k2/8/5PRK/8/6P1/3r4 w - - 1 43,g2g3 d1h1,508,endgame mate mateIn1 oneMove rookEndgame
4r1k1/1p1Q2pp/2p1r3/8/3B1p2/8/P4PPP/R2q2K1 w - - 0 31,a1d1 e6e1 d1e1 e8e1,525,backRankMate endgame mate mateIn2 short
b5k1/5ppp/1pq1pn2/r7/4B3/2P2N2/1PQ2PPP/3R2K1 b - - 5 23,f6e4 d1d8 c6e8 d8e8,539,backRankMate mate mateIn2 middlegame short
r1bq1rk1/4bpp1/p3pB1p/3p4/2pP4/P1P2N2/1PQ2PPP/1BR1R1K1 b - - 0 18,e7f6 c2h7,525,mate mateIn1 middlegame oneMove
r2q1rk1/2nb1ppp/4p3/1p1p4/2pP4/bPN1P1N1/2Q2PPP/1BR2K1R b - - 1 17,a3b4 c2h7,549,kingsideAttack mate mateIn1 oneMove opening
r3rnk1/pp2qppp/2p2p2/8/2PP1b1N/5BPb/PP1Q1P1P/3RR1K1 w - - 0 21,d2f4 e7e1 d1e1 e8e1,535,kingsideAttack mate mateIn2 middlegame short
r1bbr1k1/p4pp1/2p4p/8/BQ1P4/8/PPP2PPP/RNBq2KR w - - 3 18,b4e1 e8e1,532,backRankMate hangingPiece mate mateIn1 oneMove opening
8/8/5p2/2n1p1p1/6Pk/7P/6K1/6N1 b - - 2 55,c5e4 g1f3,507,endgame knightEndgame master mate mateIn1 oneMove
4r1k1/pp3ppp/2p1qp2/8/3P1b2/2P2N1P/PPQ2PP1/R5K1 w - - 0 19,a1e1 e6e1 f3e1 e8e1,531,endgame kingsideAttack mate mateIn2 short
2r3k1/1p3ppp/8/PR6/8/2r1P3/5PPP/1R4K1 w - - 3 26,b5b7 c3c1 b1c1 c8c1,549,backRankMate endgame mate mateIn2 rookEndgame short
6k1/4q1p1/2Q1p1Pp/p2pP3/P1nP4/5N2/5PK1/8 b - - 0 41,e7e8 c6e8,511,endgame hangingPiece master mate mateIn1 oneMove
6k1/5p1p/p1R1p1p1/3n4/3B1P2/6PK/r6P/8 b - - 11 40,h7h5 c6c8 g8h7 c8h8,515,endgame mate mateIn2 short
r2q2rk/pp3p2/2n1bn2/3p4/3Pp1N1/1BP3PP/PP1Q1P2/R3K2R b KQ - 0 18,f6d7 d2h6,538,mate mateIn1 middlegame oneMove
r1b3k1/p1p2ppp/1p3n2/3pQ3/6q1/1P1B4/P4PPP/4R1K1 b - - 2 20,h7h6 e5e8 f6e8 e1e8,529,kingsideAttack mate mateIn2 middlegame sacrifice short
1r4k1/1q3ppp/2pRp3/p1P5/1P2P3/P7/3Q1PPP/6K1 b - - 1 30,a5b4 d6d8 b8d8 d2d8,526,backRankMate endgame mate mateIn2 short
6k1/4K2p/4pP1P/3pP3/3P2b1/8/8/6q1 b - - 3 48,g1h1 f6f7 g8h8 f7f8q,549,advancedPawn deflection endgame mate mateIn2 promotion short
3r1rk1/1R3pp1/4p1p1/4P1N1/3q4/Q7/6PP/1R4K1 w - - 0 27,g1h1 d4d1 b1d1 d8d1,511,backRankMate mate mateIn2 middlegame sacrifice short
3r3k/pb1r1qp1/1p5p/2p1Bp2/2P5/1P4Q1/P4PPP/R3R1K1 w - - 2 24,e1d1 d7d1 a1d1 d8d1,504,kingsideAttack mate mateIn2 middlegame short
r6k/ppq3pp/5n2/4n3/1PB1N3/2P5/P4QPb/R4R1K b - - 5 21,f6e4 f2f8 a8f8 f1f8,543,backRankMate master mate mateIn2 middlegame sacrifice short
2b1r1rk/5R2/p5p1/1p1p3R/1P1P4/3B4/PN4PP/6K1 b - - 5 32,g6h5 f7h7,548,endgame master mate mateIn1 oneMove
3rr3/2R5/1R6/3N3p/3k4/2Nn1P2/P5PP/6K1 w - - 3 32,d5f6 e8e1,514,mate mateIn1 middlegame oneMove
3r2k1/pb3pp1/1p3q1p/2p5/3r4/2QBR3/PP3PPP/4R1K1 b - - 5 20,f6g5 e3e8 d8e8 e1e8,514,kingsideAttack mate mateIn2 middlegame short
8/3q1p1k/1p4p1/1Pb5/7R/5P1P/1Q2KP2/2r5 b - - 0 48,h7g8 b2h8,526,endgame master mate mateIn1 oneMove
3r1rk1/1bqn1pp1/p3p2p/2bN4/B5Q1/P3P3/1B3PPP/R4RK1 b - - 5 18,b7d5 g4g7,509,kingsideAttack mate mateIn1 middlegame oneMove
r1b1r1k1/ppp1qppp/8/3pR3/3P4/2PB4/PP3PPP/R2Q2K1 b - - 0 16,e7f6 e5e8,501,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
4b3/1p6/p5pp/Pk1P1p2/1P2pP1P/1K4P1/2N5/8 b - - 4 40,e8f7 c2d4,546,endgame master mate mateIn1 oneMove
R5k1/4Bppp/5n2/8/4r3/7N/2q2PPP/5R1K b - - 3 27,f6e8 a8e8,546,backRankMate hangingPiece mate mateIn1 middlegame oneMove
6k1/5ppp/8/p1p1p3/1Pp1P3/2n1rP2/1B4PP/R4K2 b - - 0 29,a5b4 a1a8,523,backRankMate endgame mate mateIn1 oneMove
2r2rk1/1p4p1/p1pbbq1p/3p4/5P2/P3P2P/1PQN2P1/1BR2RK1 b - - 0 20,e6f7 c2h7,508,mate mateIn1 middlegame oneMove
r1b1qrk1/3n1ppp/p2p4/1p1Pp1N1/8/P1P1P2P/2Q1BPP1/R4RK1 b - - 0 15,e8e7 c2h7,546,kingsideAttack mate mateIn1 middlegame oneMove
r3r1k1/p4pb1/1p3qpp/1b1p4/4p2P/PPN1P3/2PQ1PP1/2KR3R w - - 0 18,c3b5 f6b2,527,mate mateIn1 middlegame oneMove
2r3k1/Qp4pn/3bp3/8/8/P6P/1P3PP1/6K1 w - - 0 29,a7b7 c8c1,507,endgame mate mateIn1 oneMove
4Q3/pR2b1rk/7p/3pPp2/2rP4/8/5PPP/1Rq4K w - - 8 31,b1c1 c4c1,514,endgame mate mateIn1 oneMove
1r1qb1k1/6pp/2p1Np2/p1Qp4/P2P4/4P1P1/5P1P/2R3K1 b - - 5 33,d8d7 c5f8,501,endgame mate mateIn1 oneMove
2k3rr/1b1n3p/p2qp3/1ppp3N/4P1n1/P1NP4/BPP3PP/R2Q1RK1 w - - 2 18,d1e2 d6h2,506,kingsideAttack mate mateIn1 middlegame oneMove
rn4k1/5p1p/3R1P2/p5p1/2b1P1P1/R5KP/1r6/8 b - - 0 33,b2b1 d6d8,531,endgame mate mateIn1 oneMove
r2qr1k1/1pp2p2/3p2p1/p1b2nP1/2P2P2/PP6/1B1PQ1P1/2KR3R b - - 0 18,e8e2 h1h8,537,mate mateIn1 middlegame oneMove
r2q1rk1/ppp2ppp/6n1/3p2N1/3P1Pb1/1BPQ4/P5PP/R4RK1 b - - 0 16,g6f4 d3h7,538,kingsideAttack mate mateIn1 middlegame oneMove
6k1/p5p1/2pB2q1/2Pb3p/8/P7/1P1Q2P1/4r1K1 w - - 0 34,d2e1 g6g2,502,endgame master mate mateIn1 oneMove
1k3Qr1/ppp5/4p1r1/PPP5/3P4/3qP1P1/6B1/R4RK1 b - - 4 36,g8f8 f1f8,548,endgame mate mateIn1 oneMove
